	GS4	GS5	GS6	GS3	GS7	MTA2_KO_4	MTA2_KO_5	WT_Ctrl_3	WT_Ctrl_4
Selenot	3012.11568601506	3750.18880032111	3234.0746904888	3596.17578386123	3597.58950438118	3978.53211476227	3409.15802683191	3339.48338030854	3024.94205015116
Erich6	-0.5041976925281	-0.5041976925281	-0.5041976925281	3.53412234452295	2.2462149251426	1.9016022760807	0.5041976925281	0.5041976925281	0.5041976925281
Siah2	324.758134786809	260.328973222788	287.577860549916	422.534764677357	422.854916999461	364.284673809875	316.097782034754	361.585126939972	332.476137404464
Mindy4b-ps	0	0	0	0	0	0	0	0	0
Clrn1	0	0	0	0	0	0	0	0	0
Med12l	11.3719250114216	26.3810289437921	11.3260453892911	17.7615209795328	10.5089093079484	-0.290873394852301	12.7755548327476	18.9899341166094	30.404928151084
Gpr171	29.704517909653	63.9278977510333	18.4286388125798	-2.77890904922838	-4.34514387872633	19.6278011989359	25.6518628090581	19.8054537186676	18.8644835095874
P2ry14	2.52768010519857	-0.168944010055125	3.36538198077581	-0.168944010055125	0.747860195835107	0.168944010055125	2.42692882362519	1.27555341056621	1.17100116511286
Gpr87	0	0	0	0	0	0	0	0	0
P2ry13	1.36750842510335	1.04523635223625	3.10408500576517	-0.430240985065773	-0.430240985065773	0.430240985065773	0.430240985065773	0.430240985065773	2.43435529518125
P2ry12	1.00743049911164	1.00743049911164	1.00743049911164	1.00743049911164	1.00743049911164	0.389974084440964	0.121561907673394	4.52561650344382	-1.00743049911164
Igsf10	0.57432051398321	0.57432051398321	0.57432051398321	4.61264055103426	0.57432051398321	5.01529782022719	0.55467189280182	0.53228888652788	-0.57432051398321
Aadacl2	0	0	0	0	0	0	0	0	0
Aadac	392.065328498224	391.535630954107	340.547343515325	729.208584495506	920.81867312721	57.7032522998938	128.478393869501	1040.04784735506	993.110954947847
Sucnr1	-2.21193507322677	-4.331956556263	-1.38952640502634	21.4512263565296	30.8647343420443	8.60224306067022	8.06541870713508	8.0206526945872	10.8177196688537
Mbnl1	2142.10105513264	2601.63899578166	1954.71258394589	2312.98366130245	2086.35361785258	2670.04150723547	2205.19034813014	2024.72236989263	1978.27770595391
P2ry1	477.533760492831	593.788648284124	425.203406075595	432.552946665747	670.451025600299	398.429359046179	498.323116302653	567.043860978409	615.827493367636
Rap2b	32.7998360576008	113.823024096862	103.7276226621	130.330819685259	94.9787568860845	79.0153444842385	65.9184915223423	113.400622806038	122.193588697707
B430305J03Rik	0	0	0	0	0	0	0	0	0
Arhgef26	376.937979379982	353.643611729268	267.820566851719	398.624295848312	253.598451786534	403.548051316361	299.03883924503	278.967633444806	338.945400470457
